"Nombre","Product_Type","Internal_Reference","Sales_Price","Cost","weight"
"LEVOFLOXACINA (LEVOFLOXACINA) / TABLETA / 750 MG  / UNIDAD","Consumable","CONCEPTOS","215.60000610351562","70.0000","0"
"LEVOFLOXACINA (LEVOFLOXACINA) TABLETA / 500 MG  / UNIDAD","Consumable","CONCEPTOS","86.23999786376953","28.0000","0"
"LEVOPROL (LEVODROPROPIZINA) / FRASCO/ 6MG/ML /120ML ","Consumable","CONCEPTOS","1159.31005859375","376.4000","0"
"LEVUSOL (SUERO ORAL) FRASCO / UNIDAD","Consumable","CONCEPTOS","0","7.8992","0"
"LEXOTAN (BROMAZEPAM) / TABLETA / 3MG / UNIDAD","Consumable","CONCEPTOS","18.850000381469727","6.1200","0"
"LF1212 : LIGASURE SMALL JAW / NUEVO","Consumable","PINZAS","8449.7060546875","2743.4100","0"
"LF1212 : LIGASURE SMALL JAW / USO","Consumable","PINZAS","2816.564453125","914.4700","0"
"LF1637 : LIGASURE BLUNT TIP LAPAROSCOPIC 5 MM - 37 CM / NUEVO","Consumable","PINZAS","7860","3046.5100","0"
"﻿LF1637 : LIGASURE BLUNT TIP LAPAROSCOPIC 5 MM - 37 CM / USO","Consumable","PINZAS","2620","1015.5000","0"
"LF1837 : LIGASURE 5MM / NUEVO","Consumable","PINZAS","9480","3046.5100","0"
"LF1837 : LIGASURE 5MM / USO","Consumable","PINZAS","3127.75","1015.5000","0"
"LF3225 : ELECTRODO LIGASURE CURVED JAW DE 34o Y 25 CMS DE LARGO / NUEVO","Consumable","PINZAS","1432.56005859375","465.1200","0"
"﻿LF3225 : ELECTRODO LIGASURE CURVED JAW DE 34o Y 25 CMS DE LARGO / USO","Consumable","PINZAS","4297.669921875","1395.3500","0"
"LF4318 : PINZA IMPACT / USO","Consumable","PINZAS","0","0.0000","0"
"LF4418 : PINZA IMPACT / NUEVO","Consumable","PINZAS","10776","0.0000","0"
"LF4418 : PINZA IMPACT / USO","Consumable","PINZAS","3592","0.0000","0"
"LH HORMONA LUTEINIZANTE","Consumable","LABORATORIOS","250.75","76.7442","0"
"LIBERAD (ALPRAZOLAM) / TABLETA / 1.0 MG / UNIDAD","Consumable","CONCEPTOS","24.020000457763672","7.8000","0"
"LIBRA DE WHIPE","Consumable","MATERIALES DE COSTRUCCION","0","0.0000","0"
"LIGACLIPS","Consumable","PINZAS","0","0.0000","0"
"LIGADURA / UNIDAD","Consumable","CONCEPTOS","22.5","7.5000","0"
"LIMPIA PUNTA DE LAPIZ DE BOBY / UNIDAD ( E2401 )","Consumable","CONCEPTOS","83.16000366210938","27.0000","0"
"LINEA PERCURSORA / UNIDAD","Consumable","CONCEPTOS","301.8399963378906","98.0000","0"
"LINFOCITOS CD3, CD4 ","Consumable","LABORATORIOS","0","287.7907","0"
"LINFOCITOS CD3, CD4 Y CD45 ","Consumable","LABORATORIOS","0","287.7907","0"
"LINFOCITOS CD3, CD4, CD8 Y CD45 ","Consumable","LABORATORIOS","0","385.8527","0"
"LIOTON (GEL,HEPARIN) / TUBO / 1000 UI/30G","Consumable","CONCEPTOS","297","112.0000","0"
"LIPASA","Consumable","LABORATORIOS","250.75","46.8992","0"
"LIPIDOS TOTALES","Consumable","LABORATORIOS","0","63.9535","0"
"LIPITOR (ATORVASTATINA) / TABLETA / 20MG / UNIDAD ","Consumable","CONCEPTOS","83.16000366210938","27.0000","0"
"LIPITOR (ATORVASTATINA) / TABLETA /10MG / UNIDAD ","Consumable","CONCEPTOS","75.08999633789062","24.3800","0"
"LIPITOR (ATORVASTATINA) / TABLETA /40MG / UNIDAD","Consumable","CONCEPTOS","92.37000274658203","29.9900","0"
"LIPITOR (ATORVASTATINA) / TABLETA /80MG / UNIDAD","Consumable","CONCEPTOS","110.81999969482422","35.9800","0"
"LIPOFUNDIN MCT/LCT 20 % / UNIDAD / FRASCO","Consumable","CONCEPTOS","847","275.0000","0"
"LÍQUIDO AMNIÓTICO","Consumable","LABORATORIOS","0","106.5891","0"
"LÍQUIDO ASCÍTICO/PERITONEAL","Consumable","LABORATORIOS","0","106.5891","0"
"LÍQUIDO CEFALORRAQUÍDEO","Consumable","LABORATORIOS","0","106.5891","0"
"LIQUIDO CEFALORRAQUIDEO (ANALISIS FISICO Y CITOLOGICO)","Consumable","LABORATORIOS","275","106.5900","0"
"LÍQUIDO PLEURAL","Consumable","LABORATORIOS","0","106.5891","0"
"LÍQUIDO SINOVIAL/ARTICULAR","Consumable","LABORATORIOS","0","106.5891","0"
"LISALGIL (METAMIZOL MAGNESICO)  / 2G / AMPOLLA","Consumable","CONCEPTOS","92.09200286865234","29.9000","0"
"LISALGIL (METAMIZOL MAGNESICO) / TABLETA / 500MG / UNIDAD","Consumable","CONCEPTOS","15.989999771118164","5.1900","0"
"LISTERINE / ENJUAGUE BUCAL / FRASCO","Consumable","CONCEPTOS","0","34.0000","0"
"LITIO","Consumable","LABORATORIOS","0","76.7442","0"
"LLAVE DE COLA Y CORONA 10 MM STANLEY / UNIDAD","Consumable","MATERIALES DE COSTRUCCION","0","0.0000","0"
"LLAVES 3 VIAS / UNIDAD","Consumable","CONCEPTOS","55.439998626708984","18.0000","0"
"LONACTENE (CARBETOCINA) / AMPOLLA / 100MG/1ML","Consumable","CONCEPTOS","1127.280029296875","366.0000","0"
"LOPERAMIDA (LOPERAMIDA) / TABLETA / 2MG / UNIDAD","Consumable","CONCEPTOS","8.010000228881836","2.6000","0"
"LOPRESOR (METOPROLOL) / TABLETA / 100MG / UNIDAD","Consumable","CONCEPTOS","65.33000183105469","21.2100","0"
"LORATADINA (LORATADINA) / TABLETA / 10MG / UNIDAD","Consumable","CONCEPTOS","13.609999656677246","4.4200","0"
"LORAZEPAM (LORAZEPAN) / TABLETA / 1MG / UNIDAD","Consumable","CONCEPTOS","23.40999984741211","7.6000","0"
"LOTRIAL (ENALAPRIL) / VIAL / 1.25/ML/2ML ","Consumable","CONCEPTOS","284.5","154.0000","0"
"LOTRIAL/(ENALAPRIL) / TABLETA / 10MG / UNIDAD","Consumable","CONCEPTOS","31.8799991607666","10.3500","0"
"LS1020 : LIGASURE ATLAS CORTA CON ACTIVACION MANUAL / NUEVO","Consumable","PINZAS","4297.67431640625","1395.3500","0"
"LS1020 : LIGASURE ATLAS CORTA CON ACTIVACION MANUAL / USO","Consumable","PINZAS","1432.5582275390625","465.1200","0"
"LS1037 : LIGASURE ATLAS LAPAROSCOPICA CON ACTIVACION M / NUEVO","Consumable","PINZAS","6688.244140625","2171.5100","0"
"LS1037 : LIGASURE ATLAS LAPAROSCOPICA CON ACTIVACION M / USO","Consumable","PINZAS","2229.418701171875","723.8400","0"
"LUNOX (ESZOPLICONA) / TABLETA / 2MG  / UNIDAD","Consumable","CONCEPTOS","36.279998779296875","11.7800","0"
"LUNOX (ESZOPLICONA) / TABLETA / 3MG  / UNIDAD","Consumable","CONCEPTOS","38.779998779296875","12.5900","0"
"LYRICA (PREGABALINA) / CAPSULA / 150MG / UNIDAD","Consumable","CONCEPTOS","66.22000122070312","21.5000","0"
"LYRICA (PREGABALINA) / CAPSULA / 300MG / UNIDAD","Consumable","CONCEPTOS","70.72000122070312","22.9600","0"
"LYRICA (PREGABALINA) / CAPSULA / 75MG / UNIDAD","Consumable","CONCEPTOS","66.22000122070312","21.5000","0"
"M.V.I 12 (VITAMINA A,ACIDO ASCORBICO) / ADULTO / VIAL / 5ML / ","Consumable","CONCEPTOS","262.5400085449219","85.2400","0"
"M.V.I 12 (VITAMINA A,ACIDO ASCORBICO) / PEDIATRICO / VIAL / 5ML / ","Consumable","CONCEPTOS","298.45001220703125","96.9000","0"
"MAALOX (OXIDO DE ALUMINIO,HIDROXIDO DE MAGNESIO) / 180ML /  CC","Consumable","CONCEPTOS","7788","7788.0000","0"
"MAALOX (OXIDO DE ALUMINIO,HIDROXIDO DE MAGNESIO) / 180ML /  FRASCO","Consumable","CONCEPTOS","7788","7788.0000","0"
"MACRODANTINA (NITROFURANTOINA) / TABLETA / 100 MG / UNIDAD","Consumable","CONCEPTOS","30.709999084472656","9.9700","0"
"MAGDALENA / UNIDAD","Consumable","CONCEPTOS/CAFETERIA","5","0.0000","0"
"MAGNESIO","Consumable","LABORATORIOS","0","42.6357","0"
"MAILEN (DESLORATADINA) / FRASCO / 0.5MG/ML / 50ML / ","Consumable","CONCEPTOS","416.1099853515625","135.1000","0"
"MALLA (DE POLIPROPILENO)  / 30X30 / UNIDAD ","Consumable","CONCEPTOS","2985","900.0000","0"
"MALLA MACROPORO ULTRAPRO / UNIDAD / 10X15","Consumable","CONCEPTOS","1212","214.0000","0"
"MALLA MACROPORO ULTRAPRO / UNIDAD / 15X15","Consumable","CONCEPTOS","0","801.7442","0"
"MALLA MACROPORO ULTRAPRO /UNIDAD / 6X11","Consumable","CONCEPTOS","1560","650.0000","0"
"MALLA MACROPORO ULTRAPRO /UNIDAD / 6X6","Consumable","CONCEPTOS","1560","650.0000","0"
"MALLA PARA INCONTINENCIA / UNIDAD","Consumable","CONCEPTOS","16500","5500.0000","0"
"MALLA PROLENE MESH (POLIPROPILENO)  6*6  (15 CM*15CM)/ UNIDAD / ","Consumable","CONCEPTOS","0","485.0000","0"
"MALLA PROLENE MESH (POLIPROPILENO) / 6 CM*11 CM / UNIDAD","Consumable","CONCEPTOS","0","485.0000","0"
"MALLA PROPILENOMESH UNIDAD 25*35","Consumable","CONCEPTOS","1690.3900146484375","590.0000","0"
"MALLA SYMBOTEX / 15X10CM ","Consumable","CONCEPTOS","2469.3720703125","801.7400","0"
"MAMON DE PACHA FLUJO LENTO (0-3M)  UNIDAD  ","Consumable","CONCEPTOS","22.639999389648438","7.3500","0"
"MANDIBULA ","Consumable","RADIOLOGIA","233","117.2500","0"
"MANITOL(MANITOL ) / FRASCO / 12.5G/50ML / 25%","Consumable","CONCEPTOS","73.91999816894531","24.0000","0"
"MANTECA DE CACAO (MANTECA DE CACAO) / UNIDAD","Consumable","CONCEPTOS","0","4.1512","0"
"MANUBRIOS / UNIDAD","Consumable","CONCEPTOS","156.75","52.5504","0"
"MARCADOR DE PIEL / UNIDAD ( 31145819 )","Consumable","CONCEPTOS","58.52000045776367","19.0000","0"
"MARCAINA (BUPIVACAINA) / 150MG / 30ML /CC","Consumable","CONCEPTOS","36","36.0000","0"
"MARCAINA (BUPIVACAINA) / 150MG/30ML / FRASCO","Consumable","CONCEPTOS","36","36.0000","0"
"MARTESIA (PREGABALINA) / CAPSULAS / 75MG / UNIDAD","Consumable","CONCEPTOS","38.380001068115234","12.4600","0"
"MARTESIA(PREGABALINA) / 150 MG / TABLETAS","Consumable","CONCEPTOS","41.060001373291016","13.3300","0"
"MASCARILLA 4 PITAS  / UNIDAD","Consumable","CONCEPTOS","1.4500000476837158","0.4700","0"
"MASCARILLA CON VISOR / UNIDAD","Consumable","CONCEPTOS","90","30.0000","0"
"MASCARILLA CON VISOR GRANDE / UNIDAD","Consumable","CONCEPTOS","92.4000015258789","30.0000","0"
"MASCARILLA DESECHABLE / UNIDAD","Consumable","MATERIALES DE COSTRUCCION","0","0.0000","0"
"MASCARILLA FACIAL / UNIDAD","Consumable","CONCEPTOS","0","30.0000","0"
"MASCARILLA LARINGEA / UNIDAD #3","Consumable","CONCEPTOS","492.79998779296875","160.0000","0"
"MASCARILLA LARINGEA / UNIDAD #4","Consumable","CONCEPTOS","492.79998779296875","160.0000","0"
"MASCARILLA LARINGEA / UNIDAD #5","Consumable","CONCEPTOS","480","160.0000","0"
"MASCARILLA LARINGEA I-GEL / UNIDAD #5","Consumable","CONCEPTOS","492.79998779296875","160.0000","0"
"MASCARILLA PARA AMBU / ADULTO / UNIDAD","Consumable","CONCEPTOS","138.60000610351562","45.0000","0"
"MASCARILLA PARA AMBU / PEDIATRICA/ #3 / UNIDAD","Consumable","CONCEPTOS","138.60000610351562","45.0000","0"
"MASCARILLA PARA ANESTESIA INFLABLE / UNIDAD/ ADULTO","Consumable","CONCEPTOS","156","52.0000","0"
"MASCARILLA PARA ANESTESIA INFLABLE PEDIATRICA / UNIDAD","Consumable","CONCEPTOS","160.16000366210938","52.0000","0"
"MASCARILLA PARA OXIGENO / ADULTO / UNIDAD","Consumable","CONCEPTOS","0","45.0000","0"
"MASCARILLA PARA OXIGENO / PEDIATRICA / UNIDAD","Consumable","CONCEPTOS","138.60000610351562","45.0000","0"
"MASCARILLA SIPAK / UNIDAD","Consumable","CONCEPTOS","92.4000015258789","30.0000","0"
"MASCARILLAS CON RESERVORIO / ADULTO / UNIDAD","Consumable","CONCEPTOS","117.04000091552734","38.0000","0"
"MASCARILLAS CON RESERVORIO / PEDIATRICA / UNIDAD","Consumable","CONCEPTOS","0","38.0000","0"
"MASCARILLAS N95 / UNIDAD","Consumable","CONCEPTOS","52.36000061035156","17.0000","0"
"MASTOIDES BILATERAL ","Consumable","RADIOLOGIA","233","138.5700","0"
"MATRIX D (DICLOFENACO SODICO, TRAMADOL) /25MG/25MG / TABLETA / UNIDAD","Consumable","CONCEPTOS","20.795900344848633","6.7500","0"
"MAXILASE (ALFA AMILASA) / GRAGEAS / 3,000 U / UNIDAD","Consumable","CONCEPTOS","13.859999656677246","4.5000","0"
"MAXIMUM D3 PLUS (VITAMINA D, ACIDO IBANDRONICO) 100,000UI / 2 ML / 150 MG / VIAL","Consumable","CONCEPTOS","695","444.9300","0"
"MAXIPIME (CEFEPIME) / VIAL / 1G ","Consumable","CONCEPTOS","144","91.7900","0"
"MAXIZIC (MULTIVITAMINICO) / JARABE / FRASCO","Consumable","CONCEPTOS","258.7200012207031","84.0000","0"
"MEDIAS DE COMPRESION / RODILLA / TALLA XXX GRANDE / ( 7472LF )","Consumable","CONCEPTOS","360","139.5300","0"
"MEDIAS DE COMPRESION / TALLA GRANDE / UNIDAD ( 4280 )","Consumable","CONCEPTOS","360","150.0000","0"
"MEDIAS DE COMPRESION / TALLA MEDIANA /  UNIDAD ( 4279 )","Consumable","CONCEPTOS","360","139.5300","0"
"MEDIAS DE COMPRESION / TALLA PEQUENA /UNIDAD ( 4278 )","Consumable","CONCEPTOS","360","150.0000","0"
"MEDIAS DE COMPRESION / TALLA X GRANDE /  UNIDAD ( 4285 )","Consumable","CONCEPTOS","360","139.5300","0"
"MEDIAS DE COMPRESION BEIGE / RODILLA / TALLA MEDIANA / ( 4271 )","Consumable","CONCEPTOS","360","139.5300","0"
"MEDIAS DE COMPRESION BEIGE / RODILLA / TALLA PEQUEÑA / ( 4265 )","Consumable","CONCEPTOS","360","139.5300","0"
"MEDIAS DE COMPRESION MUSLO / TALLA GRANDE / ( 3856LF )","Consumable","CONCEPTOS","360","139.5300","0"
"MEDICHAMBER (CAMARA DE INHALACION) / UNIDAD","Consumable","CONCEPTOS","0","192.0000","0"
"MEDIO DE TRANSPORTE / UNIDAD","Consumable","CONCEPTOS","36.959999084472656","12.0000","0"
"MEDOCOR (ISOSORIDA MONONITRATO) / TABLETA / 20MG / UNIDAD","Consumable","CONCEPTOS","116.7300033569336","37.9000","0"
"MEDOX  (HIERRO AMINOQUELADO,VITAMINA A,FOSFATO DE SODIO) / TABLETA / UNIDAD","Consumable","CONCEPTOS","14.850000381469727","4.8200","0"
"MEDOX ABC (HIERRO AMINOQUELADO,VITAMINA A,FOSFATO DE SODIO) / FRASCO / 240ML ","Consumable","CONCEPTOS","0","0.0000","0"
"MEGEX-I (MEGESTROL ASETATO) / 800MG/20ML / SOBRE","Consumable","CONCEPTOS","56.060001373291016","18.2000","0"
"MELATONINA(MELATONINA) / 3MG / TABLETAS","Consumable","CONCEPTOS","0","2.2700","0"
"MELATONINA(MELATONINA) / 5MG / TABLETAS","Consumable","CONCEPTOS","7.389999866485596","2.4000","0"
"MELEX (MEXAZOLAM) / TABLETA / 1 MG / UNIDAD","Consumable","CONCEPTOS","21.6200008392334","7.0200","0"
"MELOXICAM (MELOXICAM) / TABLETA / 15MG / UNIDAD","Consumable","CONCEPTOS","13.0600004196167","4.2400","0"
"MELOXICAM (MELOXICAM) / TABLETA / 7.5MG / UNIDAD","Consumable","CONCEPTOS","9.699999809265137","3.1500","0"
"MELOXICAN (MELOXICAN) / AMPOLLA  15MG/1.5 ML","Consumable","CONCEPTOS","107.80000305175781","35.0000","0"
"MEMBRANA DE HIDROCOLOIDE 10X10","Consumable","CONCEPTOS","385","125.0000","0"
"MEMBRANA DE HIDROCOLOIDE 15X15","Consumable","CONCEPTOS","539","175.0000","0"
"MEMBRANA DE HIDROCOLOIDE 20X20","Consumable","CONCEPTOS","308","100.0000","0"
"MENADERM SIMPLE (BECLOMETAZONA,CETOMACROGOL,ACIDO ESTEARICO) / POMADA / TUBO / 30G","Consumable","CONCEPTOS","355.1199951171875","115.3000","0"
"MENANGIL (TIAMINA,PIRIDOXINA,CIANOCOBALAMINA,LIDOCAINA) / AMPOLLA / 25,000 UI","Consumable","CONCEPTOS","0","50.5000","0"
"MENAVEN GEL (HEPARINA SODICA) / TUBO / 100 U.I 30G","Consumable","CONCEPTOS","305.010009765625","99.0300","0"
"MENAXOL (N-ACETILCISTEINA) /  SOBRE  / UNIDAD / 200 MG","Consumable","CONCEPTOS","27.719999313354492","11.1008","0"
"MENAXOL (N-ACETILCISTEINA) /  VIAL / 600MG/36.8 /600MG","Consumable","CONCEPTOS","29.88089942932129","9.7000","0"
"MEPROGESICO (CLORMEZANONA,METAMIZOL) / TABLETA / 100MG/500MG / UNIDAD","Consumable","CONCEPTOS","11.699999809265137","3.8000","0"
"MERCURIO CROMO (MERCURIO CROMO) / GALON","Consumable","CONCEPTOS","225","225.0000","0"
"MERCURIO CROMO (MERCURIO CROMO) /CC","Consumable","CONCEPTOS","225","225.0000","0"
"MERISLON (BETAHISTINA) / TABLETA / 6MG / UNIDAD","Consumable","CONCEPTOS","29.8799991607666","9.7000","0"
"MERONEM / VIAL / 1 GRAMO","Consumable","CONCEPTOS","0","450.0000","0"
"MEROPENEM  (MEROPENEM) / VIAL / 1 GRAMO","Consumable","CONCEPTOS","283.20001220703125","118.0000","0"
"MEROPENEM (MEROPENEM) / VIAL / 500MG","Consumable","CONCEPTOS","362.3999938964844","151.0000","0"
"METAMUCIL(CASCARA DE SEMILLA DE PLANTAGOPSYLLIUM) FRASCO / 504 G / GRAMOS ","Consumable","CONCEPTOS","431.20001220703125","140.0000","0"
"METANEFRINAS","Consumable","LABORATORIOS","577.5","223.8400","0"
"METFORMINA (METFORMINA) / TABLETA / 500MG / UNIDAD","Consumable","CONCEPTOS","6.650000095367432","2.1600","0"
"METFORMINA (METFORMINA) / TABLETA / 850MG / UNIDAD","Consumable","CONCEPTOS","0","0.0000","0"
"METFORMINA DENK (METFORMINA) / TABLETA / 500MG / UNIDAD","Consumable","CONCEPTOS","6.650000095367432","2.1600","0"
"METHERGIN (METILERGOMETRINA) / AMPOLLA /  0.2MG/1ML","Consumable","CONCEPTOS","0","9.0000","0"
"METHERGIN (METILERGOMETRINA) / TABLETAS /  0.125 MG / UNIDAD","Consumable","CONCEPTOS","12.319999694824219","4.0000","0"
"METHYCOBAL (MECOBALAMINA) / AMPOLLA / 500MG","Consumable","CONCEPTOS","344.68280029296875","111.9100","0"
"METHYCOBAL (MECOBALAMINA) / TABLETA / 500MG / UNIDAD","Consumable","CONCEPTOS","17.25","5.6000","0"
"METICORTEN (PREDNISOLONA) / TABLETA / 20MG / UNIDAD","Consumable","CONCEPTOS","60.060001373291016","19.5000","0"
"METICORTEN (PREDNISOLONA) / TABLETA / 50MG / UNIDAD","Consumable","CONCEPTOS","67.76000213623047","22.0000","0"
"METICORTEN (PREDNISOLONA) / TABLETA / 5MG / UNIDAD","Consumable","CONCEPTOS","60.060001373291016","19.5000","0"
"METILPREDNISOLONA (METILPREDNISOLONA) / VIAL / 1G","Consumable","CONCEPTOS","616","200.0000","0"
"METILPREDNISOLONA (METILPREDNISOLONA) / VIAL / 500G","Consumable","CONCEPTOS","0","112.5000","0"
"METIOM (ESOMEPRAZOL) / 40 MG / VIAL","Consumable","CONCEPTOS","205.61000061035156","160.0000","0"
"METOCARBAMOL (METOCARBAMOL) / AMPOLLA / 100MG/10ML","Consumable","OUT","76.54000091552734","24.8400","0"
"METOCARBAMOL (METOCARBAMOL) / TABLETA / 500MG / UNIDAD","Consumable","CONCEPTOS/RECETAS","6.010000228881836","1.9500","0"
"METOCARBAN (METOCARBAMOL) / AMPOLLA / 1G 10ML","Consumable","CONCEPTOS","76.54000091552734","24.8500","0"
"METOCARBAN (METOCARBAMOL) / AMPOLLA / 500MG","Consumable","CONCEPTOS","74.55000305175781","24.8488","0"
"METOCARBAN (METOCARBAN) / TABLETA / 400MG / UNIDAD","Consumable","CONCEPTOS/RECETAS","6.010000228881836","1.9500","0"
"METOCARBAN (METOCARBAN) / TABLETA / 500MG / UNIDAD","Consumable","CONCEPTOS/RECETAS","6.010000228881836","1.9500","0"
"METOCLOPRIMA (METROCLOPRAMIDA) / AMPOLLA / 10MG/2ML ","Consumable","CONCEPTOS","9.05519962310791","2.9400","0"
"METOCLOPRIMA (METROCLOPRAMIDA) / TABLETA / 10MG / UNIDAD","Consumable","CONCEPTOS","3.700000047683716","1.2000","0"
"METOPROLOL (METOPROLOL) / 5MG/5 ML /VIAL","Consumable","CONCEPTOS","385","125.0000","0"
"METOPROLOL (METOPROLOL) / TABLETA / 100MG","Consumable","CONCEPTOS","385","125.0000","0"
"METOTREXATO (METOTREXATO) / TABLETA /25MGS / UNIDAD ","Consumable","CONCEPTOS","218.67999267578125","71.0000","0"
"METOTREXATO (METOTREXATO) / VIAL / 50MG/2ML /","Consumable","CONCEPTOS","0","71.0000","0"
"METRO GEL(METRONIDAZOL) / 30GM / GEL TOPICO / TUBO","Consumable","CONCEPTOS","215.60000610351562","70.0000","0"
"METRONIDAZOL (METRONIDAZOL) / FRASCO / 500MG","Consumable","CONCEPTOS","117.04000091552734","38.0000","0"
"METRONIDAZOL (METRONIDAZOL) / TABLETA  / 500MG / UNIDAD","Consumable","CONCEPTOS","90.08999633789062","29.2500","0"
"MEXAPRIN (ENOXAPARINA) / AMPOLLA / 40MG /","Consumable","CONCEPTOS","0","275.0000","0"
"MIANEM (MEORPENEM) 500MG / VIAL /","Consumable","CONCEPTOS","284.3999938964844","151.0000","0"
"MICARDIS (TELMISARTAN) / TABLETA / 80MG / UNIDAD","Consumable","CONCEPTOS","60.369998931884766","19.6000","0"
"MICARDIS (TELMISARTAN,AMLODIPINA) TABLETA / 80/1000MG / UNIDAD","Consumable","CONCEPTOS","43.119998931884766","14.0000","0"
"MICARDIS DUO (TELMISARTAN,AMLODIPINO) / TABLETA /  80/5MG / UNIDAD","Consumable","CONCEPTOS","52.04999923706055","16.9000","0"
"MICARDIS DUO (TELMISARTAN,AMLODIPINO) / TABLETA 80MG/10MG / UNIDAD","Consumable","CONCEPTOS","52.04999923706055","16.9000","0"
"MICARDIS PLUS (TELMISARTAN,HIDROCLOROTIAZIDA) / 80MG/12.5 / UNIDAD","Consumable","CONCEPTOS","58.52000045776367","19.0000","0"
"MICCIL (BUMETADINA) /AMPOLLA /  0.5 MG/2ML /","Consumable","CONCEPTOS","0","30.1589","0"
"MICOFLAVIN (MICOFENOLATO, MOFETILO) / 250 MG /  TABLETA","Consumable","CONCEPTOS","37.95000076293945","12.3200","0"
"MICRO NEBULIZADOR /  ADULTO / UNIDAD","Consumable","CONCEPTOS","129.36000061035156","42.0000","0"
"MICRO NEBULIZADOR PEDIATRICO / UNIDAD","Consumable","CONCEPTOS","0","42.0000","0"
"MICROALBUMINA (ALBUMINA EN ORINA)","Consumable","LABORATORIOS","0","53.2946","0"
"MICROGOTEROS  / UNIDAD","Consumable","CONCEPTOS","0","32.0000","0"
"MICRONEBULIZADOR  EN T / UNIDAD","Consumable","CONCEPTOS","270","90.0000","0"
"MICROPARIN (ENOXAPARINA)  / AMPOLLA / 20MG","Consumable","CONCEPTOS","0","61.1008","0"
"MICROPORE  / BLANCO / 2 PULGADA / ROLLO","Consumable","CONCEPTOS","15","15.0000","0"
"MICROPORE  / BLANCO / 3 PULGADA / ROLLO","Consumable","CONCEPTOS","22.5","22.5000","0"
"MICROPORE / BLANCO / 1 PULGADA / ROLLO","Consumable","CONCEPTOS","7.5","7.5000","0"
"MICROPORE / BLANCO / 1 PULGADA / YARDA","Consumable","CONCEPTOS","7.5","7.5000","0"
"MICROPORE / BLANCO / 1/2 PULGADA / ROLLO","Consumable","CONCEPTOS","3.75","3.7500","0"
"MICROPORE / BLANCO / 1/2 PULGADA / YARDA","Consumable","CONCEPTOS","3.75","3.7500","0"
"MICROPORE / BLANCO / 2 PULGADA  / YARDA","Consumable","CONCEPTOS","15","15.0000","0"
"MICROPORE / BLANCO / 3 PULGADA / YARDA","Consumable","CONCEPTOS","22.5","22.5000","0"
"MICROPORE COLOR PIEL / 1 PULGADA / ROLLO","Consumable","OUT","10","10.0000","0"
"MICROPORE COLOR PIEL / 1 PULGADA / YARDA","Consumable","OUT","10","10.0000","0"
"MICROPORE COLOR PIEL / 1/2 PULGADA / ROLLO","Consumable","OUT","5","5.0000","0"
"MICROPORE COLOR PIEL / 1/2 PULGADA / YARDA","Consumable","OUT","5","5.0000","0"
"MICROPORE COLOR PIEL / 2 PULGADA / ROLLO","Consumable","OUT","20","20.0000","0"
"MICROPORE COLOR PIEL / 2 PULGADAS / YARDA","Consumable","OUT","20","20.0000","0"
"MICROSOFT WINDOWS PROFESSIONAL 10 SNGL OLP 1 LICENSE NOLEVEL LEGALIZATION GETGENUINE (FQC-09478)","Consumable","","0","1743.8300","0"
"MICROSOFT WINDOWSSERVER STDCORE 2019 SNGL OLP 16 LICENSES NOLEVEL (9EM-00652)","Consumable","","0","9064.5300","0"
"MIDAZOLAM (MIDAZOLAM) / AMPOLLA / 15MG/3ML","Consumable","CONCEPTOS","107.80000305175781","35.0000","0"
"MIGRA DORIXINA (CLONIXINATO DE LISINA,ERGOTAMINA TARTRATO)  / TABLETA / 125MG/1ML / UNIDAD","Consumable","CONCEPTOS","11.699999809265137","3.8000","0"
"MINADYN (LEVOCETIRIZINA) / TABLETA / 5MG / UNIDAD","Consumable","CONCEPTOS","39.150001525878906","12.7100","0"
"MINART (CANDESARTAN CILEXETIL) / 32MG / TABLETA","Consumable","CONCEPTOS","0","0.0000","0"
"MIO-CITALGAN (CARISOPRODOL,ACETAMINOFEN) / TABLETA / 175MG/350MG / UNIDAD","Consumable","CONCEPTOS","33.880001068115234","11.0000","0"
"MIOGLOBINA ","Consumable","LABORATORIOS","0","63.9535","0"
"MIOLAXIM (METOCARBAMOL) / AMPOLLA / 100MG/ML","Consumable","CONCEPTOS","74.58000183105469","24.8605","0"
"MIOLAXIM (METOCARBAMOL) / TABLETA / 500MG / UNIDAD","Consumable","CONCEPTOS","5.389999866485596","1.7500","0"
"MIOLENE (RITODRINA) / AMPOLLA / 50MG/5ML","Consumable","CONCEPTOS","190.9600067138672","62.0000","0"
"MIOLENE (RITODRINA) / TABLETA / 10MG / UNIDAD","Consumable","CONCEPTOS","14.170000076293945","4.6000","0"
"MIOREL COMPUESTO (METOCARBAMOL,ACETAMINOFEN) / TABLETAS / 400MG/350MG / UNIDAD ","Consumable","CONCEPTOS","8.59000015258789","2.7900","0"
"MODIFICAL (ONDANSETRON)  / TABLETA / 4MG / UNIDAD","Consumable","CONCEPTOS","38.189998626708984","12.4000","0"
"MODIFICAL (ONDANSETRON)  / TABLETA / 8MG / UNIDAD","Consumable","CONCEPTOS","48.04999923706055","15.6000","0"
"MODIFICAL (ONDANSETRON) / AMPOLLA / 4MG","Consumable","CONCEPTOS","0","98.7500","0"
"MODIFICAL (ONDANSETRON) / AMPOLLA / 8MG","Consumable","CONCEPTOS","0","124.8000","0"
