"Producto","PrecioUnitario","pricelistName","ExternalID","PricelistItemsApplyOn","PricelistItemsComputePrice","PricelistItemsBasedOn","CodigoAlternativo"
"FUROSEMIDA (FUROSEMIDA) / AMPOLLA / 20MG /2ML","24.640000","EMERGENCIA","4","Product","Fixed Price","Sales Price","CONCEPTOS"
"FUROSEMIDA (FUROSEMIDA) / AMPOLLA / 20MG /2ML","22.640000","SEMIPRIVADO","2","Product","Fixed Price","Sales Price","CONCEPTOS"
"FUROSEMIDA (FUROSEMIDA) / AMPOLLA / 20MG /2ML","24.640000","PRIVADO","3","Product","Fixed Price","Sales Price","CONCEPTOS"
"FUROSEMIDA (FUROSEMIDA) / AMPOLLA / 20MG /2ML","20.640000","PEDIATRIA","1","Product","Fixed Price","Sales Price","CONCEPTOS"
"GABBRORAL ( PAROMOMICINA ) / TABLETA / 250MG / UNIDAD","127.320000","PEDIATRIA","1","Product","Fixed Price","Sales Price","CONCEPTOS"
"GABBRORAL ( PAROMOMICINA ) / TABLETA / 250MG / UNIDAD","152.000000","PRIVADO","3","Product","Fixed Price","Sales Price","CONCEPTOS"
"GABBRORAL ( PAROMOMICINA ) / TABLETA / 250MG / UNIDAD","139.660000","SEMIPRIVADO","2","Product","Fixed Price","Sales Price","CONCEPTOS"
"GABBRORAL ( PAROMOMICINA ) / TABLETA / 250MG / UNIDAD","152.000000","EMERGENCIA","4","Product","Fixed Price","Sales Price","CONCEPTOS"
"GABBRORAL ( PAROMOMICINA ) / TABLETA / 250MG / UNIDAD","152.000000","INTENSIVO","6","Product","Fixed Price","Sales Price","CONCEPTOS"
"GABBRORAL ( PAROMOMICINA ) / TABLETA / 250MG / UNIDAD","152.000000","SUITE","5","Product","Fixed Price","Sales Price","CONCEPTOS"
"GABEX PLUS ( GABAPENTINA 300 MGS - VITAMINA B1 B12 ) / TABLETA","33.480000","EMERGENCIA","4","Product","Fixed Price","Sales Price","CONCEPTOS"
"GABEX PLUS ( GABAPENTINA 300 MGS - VITAMINA B1 B12 ) / TABLETA","33.480000","SUITE","5","Product","Fixed Price","Sales Price","CONCEPTOS"
"GABEX PLUS ( GABAPENTINA 300 MGS - VITAMINA B1 B12 ) / TABLETA","33.480000","INTENSIVO","6","Product","Fixed Price","Sales Price","CONCEPTOS"
"GABEX PLUS ( GABAPENTINA 300 MGS - VITAMINA B1 B12 ) / TABLETA","28.040000","PEDIATRIA","1","Product","Fixed Price","Sales Price","CONCEPTOS"
"GABEX PLUS ( GABAPENTINA 300 MGS - VITAMINA B1 B12 ) / TABLETA","30.760000","SEMIPRIVADO","2","Product","Fixed Price","Sales Price","CONCEPTOS"
"GABEX PLUS ( GABAPENTINA 300 MGS - VITAMINA B1 B12 ) / TABLETA","33.480000","PRIVADO","3","Product","Fixed Price","Sales Price","CONCEPTOS"
"GABILEP (GABAPENTINA) / TABLETAS / 300 MG / UNIDAD","27.130000","PRIVADO","3","Product","Fixed Price","Sales Price","CONCEPTOS"
"GABILEP (GABAPENTINA) / TABLETAS / 300 MG / UNIDAD","22.730000","PEDIATRIA","1","Product","Fixed Price","Sales Price","CONCEPTOS"
"GABILEP (GABAPENTINA) / TABLETAS / 300 MG / UNIDAD","24.930000","SEMIPRIVADO","2","Product","Fixed Price","Sales Price","CONCEPTOS"
"GABILEP (GABAPENTINA) / TABLETAS / 300 MG / UNIDAD","27.130000","INTENSIVO","6","Product","Fixed Price","Sales Price","CONCEPTOS"
"GABILEP (GABAPENTINA) / TABLETAS / 300 MG / UNIDAD","27.130000","EMERGENCIA","4","Product","Fixed Price","Sales Price","CONCEPTOS"
"GABILEP (GABAPENTINA) / TABLETAS / 300 MG / UNIDAD","27.130000","SUITE","5","Product","Fixed Price","Sales Price","CONCEPTOS"
"GABIROL ( RIMANTADINA ) / FRASCO / 120 ML","498.960000","EMERGENCIA","4","Product","Fixed Price","Sales Price","CONCEPTOS"
"GABIROL ( RIMANTADINA ) / FRASCO / 120 ML","498.960000","SUITE","5","Product","Fixed Price","Sales Price","CONCEPTOS"
"GABIROL ( RIMANTADINA ) / FRASCO / 120 ML","498.960000","INTENSIVO","6","Product","Fixed Price","Sales Price","CONCEPTOS"
"GABIROL ( RIMANTADINA ) / FRASCO / 120 ML","417.960000","PEDIATRIA","1","Product","Fixed Price","Sales Price","CONCEPTOS"
"GABIROL ( RIMANTADINA ) / FRASCO / 120 ML","458.460000","SEMIPRIVADO","2","Product","Fixed Price","Sales Price","CONCEPTOS"
"GABIROL ( RIMANTADINA ) / FRASCO / 120 ML","498.960000","PRIVADO","3","Product","Fixed Price","Sales Price","CONCEPTOS"
"GALLETA DE AVENA / UNIDAD","5.000000","PRIVADO","3","Product","Fixed Price","Sales Price","CONCEPTOS/CAFETERIA"
"GALLETA DE AVENA / UNIDAD","5.000000","SEMIPRIVADO","2","Product","Fixed Price","Sales Price","CONCEPTOS/CAFETERIA"
"GALLETA DE AVENA / UNIDAD","5.000000","PEDIATRIA","1","Product","Fixed Price","Sales Price","CONCEPTOS/CAFETERIA"
"GALLETA DE AVENA / UNIDAD","5.000000","INTENSIVO","6","Product","Fixed Price","Sales Price","CONCEPTOS/CAFETERIA"
"GALLETA DE AVENA / UNIDAD","5.000000","SUITE","5","Product","Fixed Price","Sales Price","CONCEPTOS/CAFETERIA"
"GALLETA DE AVENA / UNIDAD","5.000000","EMERGENCIA","4","Product","Fixed Price","Sales Price","CONCEPTOS/CAFETERIA"
"GALODIABET COMPUESTO (METFORMINA,GLIBENCLAMIDA) TABLETA - 850MG/5MG","31.790000","SUITE","5","Product","Fixed Price","Sales Price","CONCEPTOS"
"GALODIABET COMPUESTO (METFORMINA,GLIBENCLAMIDA) TABLETA - 850MG/5MG","31.790000","EMERGENCIA","4","Product","Fixed Price","Sales Price","CONCEPTOS"
"GALODIABET COMPUESTO (METFORMINA,GLIBENCLAMIDA) TABLETA - 850MG/5MG","31.790000","INTENSIVO","6","Product","Fixed Price","Sales Price","CONCEPTOS"
"GALODIABET COMPUESTO (METFORMINA,GLIBENCLAMIDA) TABLETA - 850MG/5MG","29.210000","SEMIPRIVADO","2","Product","Fixed Price","Sales Price","CONCEPTOS"
"GALODIABET COMPUESTO (METFORMINA,GLIBENCLAMIDA) TABLETA - 850MG/5MG","26.630000","PEDIATRIA","1","Product","Fixed Price","Sales Price","CONCEPTOS"
"GALODIABET COMPUESTO (METFORMINA,GLIBENCLAMIDA) TABLETA - 850MG/5MG","31.790000","PRIVADO","3","Product","Fixed Price","Sales Price","CONCEPTOS"
"GALOFLAG MET (METRONIDAZOL) / TABLETA / 500MG / UNIDAD","26.030000","PRIVADO","3","Product","Fixed Price","Sales Price","CONCEPTOS"
"GALOFLAG MET (METRONIDAZOL) / TABLETA / 500MG / UNIDAD","21.800000","PEDIATRIA","1","Product","Fixed Price","Sales Price","CONCEPTOS"
"GALOFLAG MET (METRONIDAZOL) / TABLETA / 500MG / UNIDAD","23.910000","SEMIPRIVADO","2","Product","Fixed Price","Sales Price","CONCEPTOS"
"GALOFLAG MET (METRONIDAZOL) / TABLETA / 500MG / UNIDAD","26.030000","INTENSIVO","6","Product","Fixed Price","Sales Price","CONCEPTOS"
"GALOFLAG MET (METRONIDAZOL) / TABLETA / 500MG / UNIDAD","26.030000","EMERGENCIA","4","Product","Fixed Price","Sales Price","CONCEPTOS"
"GALOFLAG MET (METRONIDAZOL) / TABLETA / 500MG / UNIDAD","26.030000","SUITE","5","Product","Fixed Price","Sales Price","CONCEPTOS"
"GALOFLAM / ( DICLOFENACO ACIDO LIBRE) / 120 ML / CC							","4.080000","EMERGENCIA","4","Product","Fixed Price","Sales Price","CONCEPTOS"
"GALOFLAM / ( DICLOFENACO ACIDO LIBRE) / 120 ML / CC							","4.080000","SUITE","5","Product","Fixed Price","Sales Price","CONCEPTOS"
"GALOFLAM / ( DICLOFENACO ACIDO LIBRE) / 120 ML / CC							","4.080000","INTENSIVO","6","Product","Fixed Price","Sales Price","CONCEPTOS"
"GALOFLAM / ( DICLOFENACO ACIDO LIBRE) / 120 ML / CC							","3.420000","PEDIATRIA","1","Product","Fixed Price","Sales Price","CONCEPTOS"
"GALOFLAM / ( DICLOFENACO ACIDO LIBRE) / 120 ML / CC							","3.750000","SEMIPRIVADO","2","Product","Fixed Price","Sales Price","CONCEPTOS"
"GALOFLAM / ( DICLOFENACO ACIDO LIBRE) / 120 ML / CC							","4.080000","PRIVADO","3","Product","Fixed Price","Sales Price","CONCEPTOS"
"GALOFLAM / ( DICLOFENACO ACIDO LIBRE) / 120 ML / FRASCO","489.320000","PRIVADO","3","Product","Fixed Price","Sales Price","CONCEPTOS"
"GALOFLAM / ( DICLOFENACO ACIDO LIBRE) / 120 ML / FRASCO","449.600000","SEMIPRIVADO","2","Product","Fixed Price","Sales Price","CONCEPTOS"
"GALOFLAM / ( DICLOFENACO ACIDO LIBRE) / 120 ML / FRASCO","409.880000","PEDIATRIA","1","Product","Fixed Price","Sales Price","CONCEPTOS"
"GALOFLAM / ( DICLOFENACO ACIDO LIBRE) / 120 ML / FRASCO","489.320000","INTENSIVO","6","Product","Fixed Price","Sales Price","CONCEPTOS"
"GALOFLAM / ( DICLOFENACO ACIDO LIBRE) / 120 ML / FRASCO","489.320000","SUITE","5","Product","Fixed Price","Sales Price","CONCEPTOS"
"GALOFLAM / ( DICLOFENACO ACIDO LIBRE) / 120 ML / FRASCO","489.320000","EMERGENCIA","4","Product","Fixed Price","Sales Price","CONCEPTOS"
"GALOFOLIK ( ACIDO FOLICO ) / TABLETA / 5MG / UNIDAD","27.720000","SUITE","5","Product","Fixed Price","Sales Price","CONCEPTOS"
"GALOFOLIK ( ACIDO FOLICO ) / TABLETA / 5MG / UNIDAD","27.720000","INTENSIVO","6","Product","Fixed Price","Sales Price","CONCEPTOS"
"GALOFOLIK ( ACIDO FOLICO ) / TABLETA / 5MG / UNIDAD","27.720000","EMERGENCIA","4","Product","Fixed Price","Sales Price","CONCEPTOS"
"GALOFOLIK ( ACIDO FOLICO ) / TABLETA / 5MG / UNIDAD","25.470000","SEMIPRIVADO","2","Product","Fixed Price","Sales Price","CONCEPTOS"
"GALOFOLIK ( ACIDO FOLICO ) / TABLETA / 5MG / UNIDAD","27.720000","PRIVADO","3","Product","Fixed Price","Sales Price","CONCEPTOS"
"GALOFOLIK ( ACIDO FOLICO ) / TABLETA / 5MG / UNIDAD","23.220000","PEDIATRIA","1","Product","Fixed Price","Sales Price","CONCEPTOS"
"GALO-HERLMIN (ALBENDAZOL) / 200MG / TABLETA / UNIDAD","22.790000","PRIVADO","3","Product","Fixed Price","Sales Price","CONCEPTOS"
"GALO-HERLMIN (ALBENDAZOL) / 200MG / TABLETA / UNIDAD","19.090000","PEDIATRIA","1","Product","Fixed Price","Sales Price","CONCEPTOS"
"GALO-HERLMIN (ALBENDAZOL) / 200MG / TABLETA / UNIDAD","20.940000","SEMIPRIVADO","2","Product","Fixed Price","Sales Price","CONCEPTOS"
"GALO-HERLMIN (ALBENDAZOL) / 200MG / TABLETA / UNIDAD","22.790000","INTENSIVO","6","Product","Fixed Price","Sales Price","CONCEPTOS"
"GALO-HERLMIN (ALBENDAZOL) / 200MG / TABLETA / UNIDAD","22.790000","EMERGENCIA","4","Product","Fixed Price","Sales Price","CONCEPTOS"
"GALO-HERLMIN (ALBENDAZOL) / 200MG / TABLETA / UNIDAD","22.790000","SUITE","5","Product","Fixed Price","Sales Price","CONCEPTOS"
"GALÓN DE PEGAMENTO PARA PVC, TANGIT.","0.000000","SUITE","5","Product","Fixed Price","Sales Price","MATERIALES DE COSTRUCCION"
"GALÓN DE PEGAMENTO PARA PVC, TANGIT.","0.000000","EMERGENCIA","4","Product","Fixed Price","Sales Price","MATERIALES DE COSTRUCCION"
"GALÓN DE PEGAMENTO PARA PVC, TANGIT.","0.000000","INTENSIVO","6","Product","Fixed Price","Sales Price","MATERIALES DE COSTRUCCION"
"GALÓN DE PEGAMENTO PARA PVC, TANGIT.","0.000000","SEMIPRIVADO","2","Product","Fixed Price","Sales Price","MATERIALES DE COSTRUCCION"
"GALÓN DE PEGAMENTO PARA PVC, TANGIT.","0.000000","PEDIATRIA","1","Product","Fixed Price","Sales Price","MATERIALES DE COSTRUCCION"
"GALÓN DE PEGAMENTO PARA PVC, TANGIT.","0.000000","PRIVADO","3","Product","Fixed Price","Sales Price","MATERIALES DE COSTRUCCION"
"GALON DE THINER.","0.000000","PRIVADO","3","Product","Fixed Price","Sales Price","MATERIALES DE COSTRUCCION"
"GALON DE THINER.","0.000000","PEDIATRIA","1","Product","Fixed Price","Sales Price","MATERIALES DE COSTRUCCION"
"GALON DE THINER.","0.000000","SEMIPRIVADO","2","Product","Fixed Price","Sales Price","MATERIALES DE COSTRUCCION"
"GALON DE THINER.","0.000000","INTENSIVO","6","Product","Fixed Price","Sales Price","MATERIALES DE COSTRUCCION"
"GALON DE THINER.","0.000000","EMERGENCIA","4","Product","Fixed Price","Sales Price","MATERIALES DE COSTRUCCION"
"GALON DE THINER.","0.000000","SUITE","5","Product","Fixed Price","Sales Price","MATERIALES DE COSTRUCCION"
"GALOPRAZOL ( LANSOPARZOL ) / TABLETA / 30MG / UNIDAD","30.800000","SUITE","5","Product","Fixed Price","Sales Price","CONCEPTOS"
"GALOPRAZOL ( LANSOPARZOL ) / TABLETA / 30MG / UNIDAD","30.800000","EMERGENCIA","4","Product","Fixed Price","Sales Price","CONCEPTOS"
"GALOPRAZOL ( LANSOPARZOL ) / TABLETA / 30MG / UNIDAD","30.800000","INTENSIVO","6","Product","Fixed Price","Sales Price","CONCEPTOS"
"GALOPRAZOL ( LANSOPARZOL ) / TABLETA / 30MG / UNIDAD","28.300000","SEMIPRIVADO","2","Product","Fixed Price","Sales Price","CONCEPTOS"
"GALOPRAZOL ( LANSOPARZOL ) / TABLETA / 30MG / UNIDAD","25.800000","PEDIATRIA","1","Product","Fixed Price","Sales Price","CONCEPTOS"
"GALOPRAZOL ( LANSOPARZOL ) / TABLETA / 30MG / UNIDAD","30.800000","PRIVADO","3","Product","Fixed Price","Sales Price","CONCEPTOS"
"GALOTRAMAL D ( TRAMADOL ) / TABLETA / 50MG / UNIDAD","18.110000","PRIVADO","3","Product","Fixed Price","Sales Price","CONCEPTOS"
"GALOTRAMAL D ( TRAMADOL ) / TABLETA / 50MG / UNIDAD","15.170000","PEDIATRIA","1","Product","Fixed Price","Sales Price","CONCEPTOS"
"GALOTRAMAL D ( TRAMADOL ) / TABLETA / 50MG / UNIDAD","16.640000","SEMIPRIVADO","2","Product","Fixed Price","Sales Price","CONCEPTOS"
"GALOTRAMAL D ( TRAMADOL ) / TABLETA / 50MG / UNIDAD","18.110000","INTENSIVO","6","Product","Fixed Price","Sales Price","CONCEPTOS"
"GALOTRAMAL D ( TRAMADOL ) / TABLETA / 50MG / UNIDAD","18.110000","EMERGENCIA","4","Product","Fixed Price","Sales Price","CONCEPTOS"
"GALOTRAMAL D ( TRAMADOL ) / TABLETA / 50MG / UNIDAD","18.110000","SUITE","5","Product","Fixed Price","Sales Price","CONCEPTOS"
"GALOVIRIL (SILDENAFIL) / 100MG / UNIDAD","462.000000","EMERGENCIA","4","Product","Fixed Price","Sales Price","CONCEPTOS"
"GALOVIRIL (SILDENAFIL) / 100MG / UNIDAD","462.000000","SUITE","5","Product","Fixed Price","Sales Price","CONCEPTOS"
"GALOVIRIL (SILDENAFIL) / 100MG / UNIDAD","462.000000","INTENSIVO","6","Product","Fixed Price","Sales Price","CONCEPTOS"
"GALOVIRIL (SILDENAFIL) / 100MG / UNIDAD","387.000000","PEDIATRIA","1","Product","Fixed Price","Sales Price","CONCEPTOS"
"GALOVIRIL (SILDENAFIL) / 100MG / UNIDAD","424.500000","SEMIPRIVADO","2","Product","Fixed Price","Sales Price","CONCEPTOS"
"GALOVIRIL (SILDENAFIL) / 100MG / UNIDAD","462.000000","PRIVADO","3","Product","Fixed Price","Sales Price","CONCEPTOS"
"GALOZIT (AZITROMICINA) / TABLETA / 500MG / UNIDAD","117.040000","PRIVADO","3","Product","Fixed Price","Sales Price","CONCEPTOS"
"GALOZIT (AZITROMICINA) / TABLETA / 500MG / UNIDAD","98.040000","PEDIATRIA","1","Product","Fixed Price","Sales Price","CONCEPTOS"
"GALOZIT (AZITROMICINA) / TABLETA / 500MG / UNIDAD","107.540000","SEMIPRIVADO","2","Product","Fixed Price","Sales Price","CONCEPTOS"
"GALOZIT (AZITROMICINA) / TABLETA / 500MG / UNIDAD","117.040000","INTENSIVO","6","Product","Fixed Price","Sales Price","CONCEPTOS"
"GALOZIT (AZITROMICINA) / TABLETA / 500MG / UNIDAD","117.040000","EMERGENCIA","4","Product","Fixed Price","Sales Price","CONCEPTOS"
"GALOZIT (AZITROMICINA) / TABLETA / 500MG / UNIDAD","117.040000","SUITE","5","Product","Fixed Price","Sales Price","CONCEPTOS"
"GALVUS MET  ( VILDAGLIPTIN, METFORMINA ) / TABLETA / 50MG/1000MG / UNIDAD","29.410000","SUITE","5","Product","Fixed Price","Sales Price","CONCEPTOS"
"GALVUS MET  ( VILDAGLIPTIN, METFORMINA ) / TABLETA / 50MG/1000MG / UNIDAD","29.410000","EMERGENCIA","4","Product","Fixed Price","Sales Price","CONCEPTOS"
"GALVUS MET  ( VILDAGLIPTIN, METFORMINA ) / TABLETA / 50MG/1000MG / UNIDAD","29.410000","INTENSIVO","6","Product","Fixed Price","Sales Price","CONCEPTOS"
"GALVUS MET  ( VILDAGLIPTIN, METFORMINA ) / TABLETA / 50MG/1000MG / UNIDAD","27.030000","SEMIPRIVADO","2","Product","Fixed Price","Sales Price","CONCEPTOS"
"GALVUS MET  ( VILDAGLIPTIN, METFORMINA ) / TABLETA / 50MG/1000MG / UNIDAD","24.640000","PEDIATRIA","1","Product","Fixed Price","Sales Price","CONCEPTOS"
"GALVUS MET  ( VILDAGLIPTIN, METFORMINA ) / TABLETA / 50MG/1000MG / UNIDAD","29.410000","PRIVADO","3","Product","Fixed Price","Sales Price","CONCEPTOS"
"GALVUS MET  ( VILDAGLIPTIN, METFORMINA ) / TABLETA / 50MG/500MG / UNIDAD","25.780000","PRIVADO","3","Product","Fixed Price","Sales Price","CONCEPTOS"
"GALVUS MET  ( VILDAGLIPTIN, METFORMINA ) / TABLETA / 50MG/500MG / UNIDAD","21.590000","PEDIATRIA","1","Product","Fixed Price","Sales Price","CONCEPTOS"
"GALVUS MET  ( VILDAGLIPTIN, METFORMINA ) / TABLETA / 50MG/500MG / UNIDAD","23.690000","SEMIPRIVADO","2","Product","Fixed Price","Sales Price","CONCEPTOS"
"GALVUS MET  ( VILDAGLIPTIN, METFORMINA ) / TABLETA / 50MG/500MG / UNIDAD","25.780000","INTENSIVO","6","Product","Fixed Price","Sales Price","CONCEPTOS"
"GALVUS MET  ( VILDAGLIPTIN, METFORMINA ) / TABLETA / 50MG/500MG / UNIDAD","25.780000","EMERGENCIA","4","Product","Fixed Price","Sales Price","CONCEPTOS"
"GALVUS MET  ( VILDAGLIPTIN, METFORMINA ) / TABLETA / 50MG/500MG / UNIDAD","25.780000","SUITE","5","Product","Fixed Price","Sales Price","CONCEPTOS"
"GALVUX ( VILDAGLIPTIN ) / TABLETA / 50MG / UNIDAD","25.780000","SUITE","5","Product","Fixed Price","Sales Price","CONCEPTOS"
"GALVUX ( VILDAGLIPTIN ) / TABLETA / 50MG / UNIDAD","25.780000","EMERGENCIA","4","Product","Fixed Price","Sales Price","CONCEPTOS"
"GALVUX ( VILDAGLIPTIN ) / TABLETA / 50MG / UNIDAD","25.780000","INTENSIVO","6","Product","Fixed Price","Sales Price","CONCEPTOS"
"GALVUX ( VILDAGLIPTIN ) / TABLETA / 50MG / UNIDAD","23.690000","SEMIPRIVADO","2","Product","Fixed Price","Sales Price","CONCEPTOS"
"GALVUX ( VILDAGLIPTIN ) / TABLETA / 50MG / UNIDAD","21.590000","PEDIATRIA","1","Product","Fixed Price","Sales Price","CONCEPTOS"
"GALVUX ( VILDAGLIPTIN ) / TABLETA / 50MG / UNIDAD","25.780000","PRIVADO","3","Product","Fixed Price","Sales Price","CONCEPTOS"
"GAMA GT","110.000000","PRIVADO","3","Product","Fixed Price","Sales Price","LABORATORIOS"
"GAMA GT","110.000000","PEDIATRIA","1","Product","Fixed Price","Sales Price","LABORATORIOS"
"GAMA GT","110.000000","SEMIPRIVADO","2","Product","Fixed Price","Sales Price","LABORATORIOS"
"GAMA GT","120.000000","INTENSIVO","6","Product","Fixed Price","Sales Price","LABORATORIOS"
"GAMA GT","110.000000","EMERGENCIA","4","Product","Fixed Price","Sales Price","LABORATORIOS"
"GAMA GT","110.000000","SUITE","5","Product","Fixed Price","Sales Price","LABORATORIOS"
"GAMALATE B6 (MULTIVITAMINICO) / TABLETA","12.810000","SUITE","5","Product","Fixed Price","Sales Price","CONCEPTOS"
"GAMALATE B6 (MULTIVITAMINICO) / TABLETA","12.810000","EMERGENCIA","4","Product","Fixed Price","Sales Price","CONCEPTOS"
"GAMALATE B6 (MULTIVITAMINICO) / TABLETA","12.810000","INTENSIVO","6","Product","Fixed Price","Sales Price","CONCEPTOS"
"GAMALATE B6 (MULTIVITAMINICO) / TABLETA","11.770000","SEMIPRIVADO","2","Product","Fixed Price","Sales Price","CONCEPTOS"
"GAMALATE B6 (MULTIVITAMINICO) / TABLETA","10.730000","PEDIATRIA","1","Product","Fixed Price","Sales Price","CONCEPTOS"
"GAMALATE B6 (MULTIVITAMINICO) / TABLETA","12.810000","PRIVADO","3","Product","Fixed Price","Sales Price","CONCEPTOS"
"GANCHO DE ROPA / UNIDAD","3.080000","PRIVADO","3","Product","Fixed Price","Sales Price","CONCEPTOS"
"GANCHO DE ROPA / UNIDAD","2.580000","PEDIATRIA","1","Product","Fixed Price","Sales Price","CONCEPTOS"
"GANCHO DE ROPA / UNIDAD","2.830000","SEMIPRIVADO","2","Product","Fixed Price","Sales Price","CONCEPTOS"
"GANCHO DE ROPA / UNIDAD","3.080000","INTENSIVO","6","Product","Fixed Price","Sales Price","CONCEPTOS"
"GANCHO DE ROPA / UNIDAD","3.080000","EMERGENCIA","4","Product","Fixed Price","Sales Price","CONCEPTOS"
"GANCHO DE ROPA / UNIDAD","3.080000","SUITE","5","Product","Fixed Price","Sales Price","CONCEPTOS"
"GASA CON GRAPA / UNIDAD","6.930000","SUITE","5","Product","Fixed Price","Sales Price","CONCEPTOS"
"GASA CON GRAPA / UNIDAD","6.930000","INTENSIVO","6","Product","Fixed Price","Sales Price","CONCEPTOS"
"GASA CON GRAPA / UNIDAD","6.930000","EMERGENCIA","4","Product","Fixed Price","Sales Price","CONCEPTOS"
"GASA CON GRAPA / UNIDAD","6.370000","SEMIPRIVADO","2","Product","Fixed Price","Sales Price","CONCEPTOS"
"GASA CON GRAPA / UNIDAD","6.930000","PRIVADO","3","Product","Fixed Price","Sales Price","CONCEPTOS"
"GASA CON GRAPA / UNIDAD","5.810000","PEDIATRIA","1","Product","Fixed Price","Sales Price","CONCEPTOS"
"GASA ESTERIL  RADIOPACK VISTECK / UNIDAD ","16.510000","PEDIATRIA","1","Product","Fixed Price","Sales Price","CONCEPTOS"
"GASA ESTERIL  RADIOPACK VISTECK / UNIDAD ","19.710000","PRIVADO","3","Product","Fixed Price","Sales Price","CONCEPTOS"
"GASA ESTERIL  RADIOPACK VISTECK / UNIDAD ","18.110000","SEMIPRIVADO","2","Product","Fixed Price","Sales Price","CONCEPTOS"
"GASA ESTERIL  RADIOPACK VISTECK / UNIDAD ","19.710000","EMERGENCIA","4","Product","Fixed Price","Sales Price","CONCEPTOS"
"GASA ESTERIL  RADIOPACK VISTECK / UNIDAD ","19.710000","INTENSIVO","6","Product","Fixed Price","Sales Price","CONCEPTOS"
"GASA ESTERIL  RADIOPACK VISTECK / UNIDAD ","19.710000","SUITE","5","Product","Fixed Price","Sales Price","CONCEPTOS"
"GASA ESTERIL / UNIDAD","6.160000","SUITE","5","Product","Fixed Price","Sales Price","CONCEPTOS"
"GASA ESTERIL / UNIDAD","6.160000","INTENSIVO","6","Product","Fixed Price","Sales Price","CONCEPTOS"
"GASA ESTERIL / UNIDAD","6.160000","EMERGENCIA","4","Product","Fixed Price","Sales Price","CONCEPTOS"
"GASA ESTERIL / UNIDAD","5.660000","SEMIPRIVADO","2","Product","Fixed Price","Sales Price","CONCEPTOS"
"GASA ESTERIL / UNIDAD","6.160000","PRIVADO","3","Product","Fixed Price","Sales Price","CONCEPTOS"
"GASA ESTERIL / UNIDAD","5.160000","PEDIATRIA","1","Product","Fixed Price","Sales Price","CONCEPTOS"
"GASA VASELINADA / UNIDAD","8.390000","PEDIATRIA","1","Product","Fixed Price","Sales Price","CONCEPTOS"
"GASA VASELINADA / UNIDAD","10.010000","PRIVADO","3","Product","Fixed Price","Sales Price","CONCEPTOS"
"GASA VASELINADA / UNIDAD","9.200000","SEMIPRIVADO","2","Product","Fixed Price","Sales Price","CONCEPTOS"
"GASA VASELINADA / UNIDAD","10.010000","EMERGENCIA","4","Product","Fixed Price","Sales Price","CONCEPTOS"
"GASA VASELINADA / UNIDAD","10.010000","INTENSIVO","6","Product","Fixed Price","Sales Price","CONCEPTOS"
"GASA VASELINADA / UNIDAD","10.010000","SUITE","5","Product","Fixed Price","Sales Price","CONCEPTOS"
"GASES ARTERIALES","500.000000","EMERGENCIA","4","Product","Fixed Price","Sales Price","LABORATORIOS"
"GASES ARTERIALES","500.000000","SUITE","5","Product","Fixed Price","Sales Price","LABORATORIOS"
"GASES ARTERIALES","600.000000","INTENSIVO","6","Product","Fixed Price","Sales Price","LABORATORIOS"
"GASES ARTERIALES","500.000000","PEDIATRIA","1","Product","Fixed Price","Sales Price","LABORATORIOS"
"GASES ARTERIALES","500.000000","SEMIPRIVADO","2","Product","Fixed Price","Sales Price","LABORATORIOS"
"GASES ARTERIALES","500.000000","PRIVADO","3","Product","Fixed Price","Sales Price","LABORATORIOS"
"GASITA RADIOPAC ESTERIL / UNIDAD","21.290000","PEDIATRIA","1","Product","Fixed Price","Sales Price","CONCEPTOS"
"GASITA RADIOPAC ESTERIL / UNIDAD","25.410000","PRIVADO","3","Product","Fixed Price","Sales Price","CONCEPTOS"
"GASITA RADIOPAC ESTERIL / UNIDAD","23.350000","SEMIPRIVADO","2","Product","Fixed Price","Sales Price","CONCEPTOS"
"GASITA RADIOPAC ESTERIL / UNIDAD","25.410000","EMERGENCIA","4","Product","Fixed Price","Sales Price","CONCEPTOS"
"GASITA RADIOPAC ESTERIL / UNIDAD","25.410000","INTENSIVO","6","Product","Fixed Price","Sales Price","CONCEPTOS"
"GASITA RADIOPAC ESTERIL / UNIDAD","25.410000","SUITE","5","Product","Fixed Price","Sales Price","CONCEPTOS"
"GASTROFLUX ( DOMPERIDONA)/ TABLETA / 10MG / UNIDAD","16.170000","SUITE","5","Product","Fixed Price","Sales Price","CONCEPTOS"
"GASTROFLUX ( DOMPERIDONA)/ TABLETA / 10MG / UNIDAD","16.170000","INTENSIVO","6","Product","Fixed Price","Sales Price","CONCEPTOS"
"GASTROFLUX ( DOMPERIDONA)/ TABLETA / 10MG / UNIDAD","16.170000","EMERGENCIA","4","Product","Fixed Price","Sales Price","CONCEPTOS"
"GASTROFLUX ( DOMPERIDONA)/ TABLETA / 10MG / UNIDAD","14.860000","SEMIPRIVADO","2","Product","Fixed Price","Sales Price","CONCEPTOS"
"GASTROFLUX ( DOMPERIDONA)/ TABLETA / 10MG / UNIDAD","16.170000","PRIVADO","3","Product","Fixed Price","Sales Price","CONCEPTOS"
"GASTROFLUX ( DOMPERIDONA)/ TABLETA / 10MG / UNIDAD","13.550000","PEDIATRIA","1","Product","Fixed Price","Sales Price","CONCEPTOS"
